id,target_type,target_name,check_type,sql_or_command,expected_result,severity
949,table_or_view,public.escrow_transactions,notifications_dashboard_reflection,Heuristic/targeted check on escrow_transactions: notifications_dashboard_reflection,notifications_dashboard_reflection should pass for escrow_transactions,P1
950,table_or_view,public.escrow_transactions,data_persistence_after_refresh,Heuristic/targeted check on escrow_transactions: data_persistence_after_refresh,data_persistence_after_refresh should pass for escrow_transactions,P0
951,table_or_view,public.escrow_transactions,schema_cache_mismatch_scan,Heuristic/targeted check on escrow_transactions: schema_cache_mismatch_scan,schema_cache_mismatch_scan should pass for escrow_transactions,P0
952,table_or_view,public.escrow_transactions,compat_columns_fallback_scan,Heuristic/targeted check on escrow_transactions: compat_columns_fallback_scan,compat_columns_fallback_scan should pass for escrow_transactions,P1
953,table_or_view,public.escrow_transactions,legacy_table_compat_view_check,Heuristic/targeted check on escrow_transactions: legacy_table_compat_view_check,legacy_table_compat_view_check should pass for escrow_transactions,P2
954,table_or_view,public.escrow_transactions,check_constraint_enforcement,Heuristic/targeted check on escrow_transactions: check_constraint_enforcement,check_constraint_enforcement should pass for escrow_transactions,P1
955,table_or_view,public.escrow_transactions,enum_value_drift_scan,Heuristic/targeted check on escrow_transactions: enum_value_drift_scan,enum_value_drift_scan should pass for escrow_transactions,P1
956,table_or_view,public.escrow_transactions,project_assignment_integrity,Heuristic/targeted check on escrow_transactions: project_assignment_integrity,project_assignment_integrity should pass for escrow_transactions,P1
957,table_or_view,public.escrow_transactions,milestone_release_integrity,Heuristic/targeted check on escrow_transactions: milestone_release_integrity,milestone_release_integrity should pass for escrow_transactions,P1
958,table_or_view,public.escrow_transactions,financial_ledger_consistency,Heuristic/targeted check on escrow_transactions: financial_ledger_consistency,financial_ledger_consistency should pass for escrow_transactions,P0
959,table_or_view,public.escrow_transactions,wallet_balance_reconciliation,Heuristic/targeted check on escrow_transactions: wallet_balance_reconciliation,wallet_balance_reconciliation should pass for escrow_transactions,P1
960,table_or_view,public.escrow_transactions,openapi_endpoint_contract,Heuristic/targeted check on escrow_transactions: openapi_endpoint_contract,openapi_endpoint_contract should pass for escrow_transactions,P2
961,table_or_view,public.escrow_transactions,edge_function_auth_mode,Heuristic/targeted check on escrow_transactions: edge_function_auth_mode,edge_function_auth_mode should pass for escrow_transactions,P1
962,table_or_view,public.escrow_transactions,edge_function_cors_mode,Heuristic/targeted check on escrow_transactions: edge_function_cors_mode,edge_function_cors_mode should pass for escrow_transactions,P2
963,table_or_view,public.escrow_transactions,edge_function_error_shape,Heuristic/targeted check on escrow_transactions: edge_function_error_shape,edge_function_error_shape should pass for escrow_transactions,P2
964,table_or_view,public.escrow_transactions,email_provider_sendability,Heuristic/targeted check on escrow_transactions: email_provider_sendability,email_provider_sendability should pass for escrow_transactions,P1
965,table_or_view,public.escrow_transactions,email_provider_domain_verification_required,Heuristic/targeted check on escrow_transactions: email_provider_domain_verification_required,email_provider_domain_verification_required should pass for escrow_transactions,P2
966,table_or_view,public.escrow_transactions,paystack_init_payload_validity,Heuristic/targeted check on escrow_transactions: paystack_init_payload_validity,paystack_init_payload_validity should pass for escrow_transactions,P1
967,table_or_view,public.escrow_transactions,paystack_webhook_payload_validity,Heuristic/targeted check on escrow_transactions: paystack_webhook_payload_validity,paystack_webhook_payload_validity should pass for escrow_transactions,P1
968,table_or_view,public.escrow_transactions,resend_payload_validity,Heuristic/targeted check on escrow_transactions: resend_payload_validity,resend_payload_validity should pass for escrow_transactions,P2
969,table_or_view,public.escrow_transactions,oauth_redirect_url_alignment,Heuristic/targeted check on escrow_transactions: oauth_redirect_url_alignment,oauth_redirect_url_alignment should pass for escrow_transactions,P1
970,table_or_view,public.escrow_transactions,localhost_origin_alignment,Heuristic/targeted check on escrow_transactions: localhost_origin_alignment,localhost_origin_alignment should pass for escrow_transactions,P2
971,table_or_view,public.escrow_transactions,vercel_env_placeholder_compliance,Heuristic/targeted check on escrow_transactions: vercel_env_placeholder_compliance,vercel_env_placeholder_compliance should pass for escrow_transactions,P2
972,table_or_view,public.escrow_transactions,demo_data_absence_check,Heuristic/targeted check on escrow_transactions: demo_data_absence_check,demo_data_absence_check should pass for escrow_transactions,P2
973,table_or_view,public.escrow_transactions,seed_script_safety_check,Heuristic/targeted check on escrow_transactions: seed_script_safety_check,seed_script_safety_check should pass for escrow_transactions,P2
974,table_or_view,public.escrow_transactions,sql_injection_surface_scan,Heuristic/targeted check on escrow_transactions: sql_injection_surface_scan,sql_injection_surface_scan should pass for escrow_transactions,P0
975,table_or_view,public.escrow_transactions,xss_surface_scan,Heuristic/targeted check on escrow_transactions: xss_surface_scan,xss_surface_scan should pass for escrow_transactions,P1
976,table_or_view,public.escrow_transactions,csrf_relevance_assessment,Heuristic/targeted check on escrow_transactions: csrf_relevance_assessment,csrf_relevance_assessment should pass for escrow_transactions,P2
977,table_or_view,public.escrow_transactions,rate_limit_presence,Heuristic/targeted check on escrow_transactions: rate_limit_presence,rate_limit_presence should pass for escrow_transactions,P2
978,table_or_view,public.escrow_transactions,abuse_protection_presence,Heuristic/targeted check on escrow_transactions: abuse_protection_presence,abuse_protection_presence should pass for escrow_transactions,P2
979,table_or_view,public.escrow_transactions,log_noise_vs_signal_check,Heuristic/targeted check on escrow_transactions: log_noise_vs_signal_check,log_noise_vs_signal_check should pass for escrow_transactions,P2
980,table_or_view,public.escrow_transactions,p0_error_log_absence,Heuristic/targeted check on escrow_transactions: p0_error_log_absence,p0_error_log_absence should pass for escrow_transactions,P1
981,table_or_view,public.escrow_transactions,table_growth_risk_signal,Heuristic/targeted check on escrow_transactions: table_growth_risk_signal,table_growth_risk_signal should pass for escrow_transactions,P2
982,table_or_view,public.escrow_transactions,retention_policy_defined,Heuristic/targeted check on escrow_transactions: retention_policy_defined,retention_policy_defined should pass for escrow_transactions,P2
983,table_or_view,public.escrow_transactions,anomaly_detection_signal,Heuristic/targeted check on escrow_transactions: anomaly_detection_signal,anomaly_detection_signal should pass for escrow_transactions,P2
984,table_or_view,public.escrow_transactions,tenant_isolation_signal,Heuristic/targeted check on escrow_transactions: tenant_isolation_signal,tenant_isolation_signal should pass for escrow_transactions,P0
985,table_or_view,public.escrow_transactions,cross_dashboard_data_join_validity,Heuristic/targeted check on escrow_transactions: cross_dashboard_data_join_validity,cross_dashboard_data_join_validity should pass for escrow_transactions,P1
986,table_or_view,public.escrow_transactions,message_thread_integrity,Heuristic/targeted check on escrow_transactions: message_thread_integrity,message_thread_integrity should pass for escrow_transactions,P1
987,table_or_view,public.escrow_transactions,proposal_lifecycle_integrity,Heuristic/targeted check on escrow_transactions: proposal_lifecycle_integrity,proposal_lifecycle_integrity should pass for escrow_transactions,P1
988,table_or_view,public.escrow_transactions,project_status_transition_graph,Heuristic/targeted check on escrow_transactions: project_status_transition_graph,project_status_transition_graph should pass for escrow_transactions,P1
989,table_or_view,public.escrow_transactions,invoice_status_transition_graph,Heuristic/targeted check on escrow_transactions: invoice_status_transition_graph,invoice_status_transition_graph should pass for escrow_transactions,P1
990,table_or_view,public.escrow_transactions,notification_read_unread_transition,Heuristic/targeted check on escrow_transactions: notification_read_unread_transition,notification_read_unread_transition should pass for escrow_transactions,P2
991,table_or_view,public.escrow_transactions,avatar_url_validity_sanity,Heuristic/targeted check on escrow_transactions: avatar_url_validity_sanity,avatar_url_validity_sanity should pass for escrow_transactions,P2
992,table_or_view,public.escrow_transactions,storage_signed_url_policy,Heuristic/targeted check on escrow_transactions: storage_signed_url_policy,storage_signed_url_policy should pass for escrow_transactions,P2
993,table_or_view,public.financial_transactions,table_exists,SELECT to_regclass('public.financial_transactions') IS NOT NULL AS exists;,financial_transactions should exist in public schema,P0
994,table_or_view,public.financial_transactions,column_contract,CHECK OPENAPI definition for financial_transactions has expected required columns and types.,column_contract should pass for financial_transactions,P0
995,table_or_view,public.financial_transactions,primary_key_presence,Heuristic/targeted check on financial_transactions: primary_key_presence,primary_key_presence should pass for financial_transactions,P0
996,table_or_view,public.financial_transactions,foreign_key_integrity,Run orphan check queries for each FK on financial_transactions.,foreign_key_integrity should pass for financial_transactions,P0
997,table_or_view,public.financial_transactions,orphan_row_check,SELECT * FROM public.financial_transactions LIMIT 1; then run LEFT JOIN orphan probes.,orphan_row_check should pass for financial_transactions,P1
998,table_or_view,public.financial_transactions,index_presence_fk,Verify indexes for FK columns on financial_transactions from migration metadata.,index_presence_fk should pass for financial_transactions,P1
999,table_or_view,public.financial_transactions,index_usage_baseline,Heuristic/targeted check on financial_transactions: index_usage_baseline,index_usage_baseline should pass for financial_transactions,P2
1000,table_or_view,public.financial_transactions,unique_constraint_check,Heuristic/targeted check on financial_transactions: unique_constraint_check,unique_constraint_check should pass for financial_transactions,P1
1001,table_or_view,public.financial_transactions,not_null_required_fields,Heuristic/targeted check on financial_transactions: not_null_required_fields,not_null_required_fields should pass for financial_transactions,P1
1002,table_or_view,public.financial_transactions,default_values_sanity,Heuristic/targeted check on financial_transactions: default_values_sanity,default_values_sanity should pass for financial_transactions,P2
1003,table_or_view,public.financial_transactions,rls_enabled,Verify financial_transactions has RLS enabled in policy inventory/migrations.,financial_transactions should have RLS explicitly configured as intended,P0
1004,table_or_view,public.financial_transactions,rls_select_owner_scope,Heuristic/targeted check on financial_transactions: rls_select_owner_scope,rls_select_owner_scope should pass for financial_transactions,P0
1005,table_or_view,public.financial_transactions,rls_insert_owner_scope,Heuristic/targeted check on financial_transactions: rls_insert_owner_scope,rls_insert_owner_scope should pass for financial_transactions,P0
1006,table_or_view,public.financial_transactions,rls_update_owner_scope,Heuristic/targeted check on financial_transactions: rls_update_owner_scope,rls_update_owner_scope should pass for financial_transactions,P0
1007,table_or_view,public.financial_transactions,rls_delete_owner_scope,Heuristic/targeted check on financial_transactions: rls_delete_owner_scope,rls_delete_owner_scope should pass for financial_transactions,P1
1008,table_or_view,public.financial_transactions,rls_admin_bypass_expected,Heuristic/targeted check on financial_transactions: rls_admin_bypass_expected,rls_admin_bypass_expected should pass for financial_transactions,P1
1009,table_or_view,public.financial_transactions,rls_recursion_risk_scan,Heuristic/targeted check on financial_transactions: rls_recursion_risk_scan,rls_recursion_risk_scan should pass for financial_transactions,P0
1010,table_or_view,public.financial_transactions,api_select_endpoint_ok,GET /rest/v1/financial_transactions?select=*&limit=1 with role JWT.,api_select_endpoint_ok should pass for financial_transactions,P1
1011,table_or_view,public.financial_transactions,api_insert_endpoint_ok,POST /rest/v1/financial_transactions (sandbox payload) and expect policy-appropriate result.,api_insert_endpoint_ok should pass for financial_transactions,P1
1012,table_or_view,public.financial_transactions,api_update_endpoint_ok,Heuristic/targeted check on financial_transactions: api_update_endpoint_ok,api_update_endpoint_ok should pass for financial_transactions,P1
1013,table_or_view,public.financial_transactions,api_delete_endpoint_guarded,Heuristic/targeted check on financial_transactions: api_delete_endpoint_guarded,api_delete_endpoint_guarded should pass for financial_transactions,P1
1014,table_or_view,public.financial_transactions,api_payload_shape_validation,Heuristic/targeted check on financial_transactions: api_payload_shape_validation,api_payload_shape_validation should pass for financial_transactions,P1
1015,table_or_view,public.financial_transactions,ui_widget_source_mapping,Heuristic/targeted check on financial_transactions: ui_widget_source_mapping,ui_widget_source_mapping should pass for financial_transactions,P1
1016,table_or_view,public.financial_transactions,ui_widget_empty_state_sanity,Heuristic/targeted check on financial_transactions: ui_widget_empty_state_sanity,ui_widget_empty_state_sanity should pass for financial_transactions,P2
1017,table_or_view,public.financial_transactions,dashboard_role_visibility,Heuristic/targeted check on financial_transactions: dashboard_role_visibility,dashboard_role_visibility should pass for financial_transactions,P0
1018,table_or_view,public.financial_transactions,dashboard_cross_role_data_leak,Heuristic/targeted check on financial_transactions: dashboard_cross_role_data_leak,dashboard_cross_role_data_leak should pass for financial_transactions,P0
1019,table_or_view,public.financial_transactions,pagination_support,Heuristic/targeted check on financial_transactions: pagination_support,pagination_support should pass for financial_transactions,P2
1020,table_or_view,public.financial_transactions,sorting_support,Heuristic/targeted check on financial_transactions: sorting_support,sorting_support should pass for financial_transactions,P2
1021,table_or_view,public.financial_transactions,filtering_support,Heuristic/targeted check on financial_transactions: filtering_support,filtering_support should pass for financial_transactions,P2
1022,table_or_view,public.financial_transactions,count_query_support,Heuristic/targeted check on financial_transactions: count_query_support,count_query_support should pass for financial_transactions,P2
1023,table_or_view,public.financial_transactions,data_freshness_timestamp,Heuristic/targeted check on financial_transactions: data_freshness_timestamp,data_freshness_timestamp should pass for financial_transactions,P2
1024,table_or_view,public.financial_transactions,created_at_presence,Heuristic/targeted check on financial_transactions: created_at_presence,created_at_presence should pass for financial_transactions,P1
1025,table_or_view,public.financial_transactions,updated_at_presence,Heuristic/targeted check on financial_transactions: updated_at_presence,updated_at_presence should pass for financial_transactions,P1
1026,table_or_view,public.financial_transactions,timezone_consistency,Heuristic/targeted check on financial_transactions: timezone_consistency,timezone_consistency should pass for financial_transactions,P2
1027,table_or_view,public.financial_transactions,currency_precision_numeric,Heuristic/targeted check on financial_transactions: currency_precision_numeric,currency_precision_numeric should pass for financial_transactions,P1
1028,table_or_view,public.financial_transactions,negative_amount_guard,Heuristic/targeted check on financial_transactions: negative_amount_guard,negative_amount_guard should pass for financial_transactions,P1
1029,table_or_view,public.financial_transactions,status_enum_validity,Heuristic/targeted check on financial_transactions: status_enum_validity,status_enum_validity should pass for financial_transactions,P1
1030,table_or_view,public.financial_transactions,null_rate_critical_fields,Heuristic/targeted check on financial_transactions: null_rate_critical_fields,null_rate_critical_fields should pass for financial_transactions,P2
1031,table_or_view,public.financial_transactions,duplicate_business_key_scan,Heuristic/targeted check on financial_transactions: duplicate_business_key_scan,duplicate_business_key_scan should pass for financial_transactions,P1
1032,table_or_view,public.financial_transactions,sensitive_data_exposure_scan,Heuristic/targeted check on financial_transactions: sensitive_data_exposure_scan,sensitive_data_exposure_scan should pass for financial_transactions,P0
1033,table_or_view,public.financial_transactions,audit_log_coverage,Heuristic/targeted check on financial_transactions: audit_log_coverage,audit_log_coverage should pass for financial_transactions,P1
1034,table_or_view,public.financial_transactions,trigger_presence_expected,Heuristic/targeted check on financial_transactions: trigger_presence_expected,trigger_presence_expected should pass for financial_transactions,P1
1035,table_or_view,public.financial_transactions,trigger_side_effect_sanity,Heuristic/targeted check on financial_transactions: trigger_side_effect_sanity,trigger_side_effect_sanity should pass for financial_transactions,P1
1036,table_or_view,public.financial_transactions,function_dependency_validity,Heuristic/targeted check on financial_transactions: function_dependency_validity,function_dependency_validity should pass for financial_transactions,P1
1037,table_or_view,public.financial_transactions,migration_history_alignment,Heuristic/targeted check on financial_transactions: migration_history_alignment,migration_history_alignment should pass for financial_transactions,P1
1038,table_or_view,public.financial_transactions,backup_readiness_signal,Heuristic/targeted check on financial_transactions: backup_readiness_signal,backup_readiness_signal should pass for financial_transactions,P2
1039,table_or_view,public.financial_transactions,restore_simulation_plan,Heuristic/targeted check on financial_transactions: restore_simulation_plan,restore_simulation_plan should pass for financial_transactions,P2
1040,table_or_view,public.financial_transactions,webhook_idempotency_key,Verify unique provider reference index for financial_transactions where applicable.,webhook_idempotency_key should pass for financial_transactions,P0
1041,table_or_view,public.financial_transactions,webhook_signature_verification,Heuristic/targeted check on financial_transactions: webhook_signature_verification,webhook_signature_verification should pass for financial_transactions,P0
1042,table_or_view,public.financial_transactions,webhook_replay_no_duplicate_effect,Heuristic/targeted check on financial_transactions: webhook_replay_no_duplicate_effect,webhook_replay_no_duplicate_effect should pass for financial_transactions,P0
1043,table_or_view,public.financial_transactions,provider_reference_uniqueness,Heuristic/targeted check on financial_transactions: provider_reference_uniqueness,provider_reference_uniqueness should pass for financial_transactions,P0
1044,table_or_view,public.financial_transactions,payment_state_machine_validity,Heuristic/targeted check on financial_transactions: payment_state_machine_validity,payment_state_machine_validity should pass for financial_transactions,P0
1045,table_or_view,public.financial_transactions,commission_calculation_consistency,Heuristic/targeted check on financial_transactions: commission_calculation_consistency,commission_calculation_consistency should pass for financial_transactions,P1
1046,table_or_view,public.financial_transactions,payout_state_machine_validity,Heuristic/targeted check on financial_transactions: payout_state_machine_validity,payout_state_machine_validity should pass for financial_transactions,P1
1047,table_or_view,public.financial_transactions,invoice_delivery_pipeline,Heuristic/targeted check on financial_transactions: invoice_delivery_pipeline,invoice_delivery_pipeline should pass for financial_transactions,P1
1048,table_or_view,public.financial_transactions,notification_insert_compatibility,Heuristic/targeted check on financial_transactions: notification_insert_compatibility,notification_insert_compatibility should pass for financial_transactions,P1
1049,table_or_view,public.financial_transactions,realtime_channel_mapping,Heuristic/targeted check on financial_transactions: realtime_channel_mapping,realtime_channel_mapping should pass for financial_transactions,P2
1050,table_or_view,public.financial_transactions,storage_acl_scope,Heuristic/targeted check on financial_transactions: storage_acl_scope,storage_acl_scope should pass for financial_transactions,P1
1051,table_or_view,public.financial_transactions,avatar_upload_constraints,Heuristic/targeted check on financial_transactions: avatar_upload_constraints,avatar_upload_constraints should pass for financial_transactions,P2
1052,table_or_view,public.financial_transactions,google_avatar_sync,Heuristic/targeted check on financial_transactions: google_avatar_sync,google_avatar_sync should pass for financial_transactions,P2
1053,table_or_view,public.financial_transactions,oauth_role_routing,Heuristic/targeted check on financial_transactions: oauth_role_routing,oauth_role_routing should pass for financial_transactions,P0
1054,table_or_view,public.financial_transactions,password_login_role_routing,Heuristic/targeted check on financial_transactions: password_login_role_routing,password_login_role_routing should pass for financial_transactions,P0
1055,table_or_view,public.financial_transactions,session_expiry_recovery,Heuristic/targeted check on financial_transactions: session_expiry_recovery,session_expiry_recovery should pass for financial_transactions,P1
1056,table_or_view,public.financial_transactions,failed_fetch_error_surface,Heuristic/targeted check on financial_transactions: failed_fetch_error_surface,failed_fetch_error_surface should pass for financial_transactions,P1
1057,table_or_view,public.financial_transactions,mobile_layout_data_endpoint_stability,Heuristic/targeted check on financial_transactions: mobile_layout_data_endpoint_stability,mobile_layout_data_endpoint_stability should pass for financial_transactions,P2
1058,table_or_view,public.financial_transactions,csv_export_source_integrity,Heuristic/targeted check on financial_transactions: csv_export_source_integrity,csv_export_source_integrity should pass for financial_transactions,P2
1059,table_or_view,public.financial_transactions,search_query_performance_baseline,Heuristic/targeted check on financial_transactions: search_query_performance_baseline,search_query_performance_baseline should pass for financial_transactions,P2
1060,table_or_view,public.financial_transactions,n_plus_one_query_risk,Heuristic/targeted check on financial_transactions: n_plus_one_query_risk,n_plus_one_query_risk should pass for financial_transactions,P2
1061,table_or_view,public.financial_transactions,deadlock_risk_heuristic,Heuristic/targeted check on financial_transactions: deadlock_risk_heuristic,deadlock_risk_heuristic should pass for financial_transactions,P2
1062,table_or_view,public.financial_transactions,race_condition_risk_heuristic,Heuristic/targeted check on financial_transactions: race_condition_risk_heuristic,race_condition_risk_heuristic should pass for financial_transactions,P1
1063,table_or_view,public.financial_transactions,transaction_atomicity_required_paths,Heuristic/targeted check on financial_transactions: transaction_atomicity_required_paths,transaction_atomicity_required_paths should pass for financial_transactions,P0
1064,table_or_view,public.financial_transactions,service_role_leak_scan,Heuristic/targeted check on financial_transactions: service_role_leak_scan,service_role_leak_scan should pass for financial_transactions,P0
1065,table_or_view,public.financial_transactions,anon_role_capability_boundary,Heuristic/targeted check on financial_transactions: anon_role_capability_boundary,anon_role_capability_boundary should pass for financial_transactions,P0
1066,table_or_view,public.financial_transactions,admin_godmode_boundary,Heuristic/targeted check on financial_transactions: admin_godmode_boundary,admin_godmode_boundary should pass for financial_transactions,P1
1067,table_or_view,public.financial_transactions,soft_delete_behavior_check,Heuristic/targeted check on financial_transactions: soft_delete_behavior_check,soft_delete_behavior_check should pass for financial_transactions,P2
1068,table_or_view,public.financial_transactions,hard_delete_guardrails,Heuristic/targeted check on financial_transactions: hard_delete_guardrails,hard_delete_guardrails should pass for financial_transactions,P1
1069,table_or_view,public.financial_transactions,topup_pending_to_success_transition,Heuristic/targeted check on financial_transactions: topup_pending_to_success_transition,topup_pending_to_success_transition should pass for financial_transactions,P0
1070,table_or_view,public.financial_transactions,invoice_pending_to_paid_transition,Heuristic/targeted check on financial_transactions: invoice_pending_to_paid_transition,invoice_pending_to_paid_transition should pass for financial_transactions,P0
1071,table_or_view,public.financial_transactions,commission_post_payment_trigger,Heuristic/targeted check on financial_transactions: commission_post_payment_trigger,commission_post_payment_trigger should pass for financial_transactions,P1
1072,table_or_view,public.financial_transactions,billing_dashboard_reflection,Heuristic/targeted check on financial_transactions: billing_dashboard_reflection,billing_dashboard_reflection should pass for financial_transactions,P1
1073,table_or_view,public.financial_transactions,notifications_dashboard_reflection,Heuristic/targeted check on financial_transactions: notifications_dashboard_reflection,notifications_dashboard_reflection should pass for financial_transactions,P1
1074,table_or_view,public.financial_transactions,data_persistence_after_refresh,Heuristic/targeted check on financial_transactions: data_persistence_after_refresh,data_persistence_after_refresh should pass for financial_transactions,P0
1075,table_or_view,public.financial_transactions,schema_cache_mismatch_scan,Heuristic/targeted check on financial_transactions: schema_cache_mismatch_scan,schema_cache_mismatch_scan should pass for financial_transactions,P0
1076,table_or_view,public.financial_transactions,compat_columns_fallback_scan,Heuristic/targeted check on financial_transactions: compat_columns_fallback_scan,compat_columns_fallback_scan should pass for financial_transactions,P1
1077,table_or_view,public.financial_transactions,legacy_table_compat_view_check,Heuristic/targeted check on financial_transactions: legacy_table_compat_view_check,legacy_table_compat_view_check should pass for financial_transactions,P2
1078,table_or_view,public.financial_transactions,check_constraint_enforcement,Heuristic/targeted check on financial_transactions: check_constraint_enforcement,check_constraint_enforcement should pass for financial_transactions,P1
1079,table_or_view,public.financial_transactions,enum_value_drift_scan,Heuristic/targeted check on financial_transactions: enum_value_drift_scan,enum_value_drift_scan should pass for financial_transactions,P1
1080,table_or_view,public.financial_transactions,project_assignment_integrity,Heuristic/targeted check on financial_transactions: project_assignment_integrity,project_assignment_integrity should pass for financial_transactions,P1
1081,table_or_view,public.financial_transactions,milestone_release_integrity,Heuristic/targeted check on financial_transactions: milestone_release_integrity,milestone_release_integrity should pass for financial_transactions,P1
1082,table_or_view,public.financial_transactions,financial_ledger_consistency,Heuristic/targeted check on financial_transactions: financial_ledger_consistency,financial_ledger_consistency should pass for financial_transactions,P0
1083,table_or_view,public.financial_transactions,wallet_balance_reconciliation,Heuristic/targeted check on financial_transactions: wallet_balance_reconciliation,wallet_balance_reconciliation should pass for financial_transactions,P1
1084,table_or_view,public.financial_transactions,openapi_endpoint_contract,Heuristic/targeted check on financial_transactions: openapi_endpoint_contract,openapi_endpoint_contract should pass for financial_transactions,P2
1085,table_or_view,public.financial_transactions,edge_function_auth_mode,Heuristic/targeted check on financial_transactions: edge_function_auth_mode,edge_function_auth_mode should pass for financial_transactions,P1
1086,table_or_view,public.financial_transactions,edge_function_cors_mode,Heuristic/targeted check on financial_transactions: edge_function_cors_mode,edge_function_cors_mode should pass for financial_transactions,P2
1087,table_or_view,public.financial_transactions,edge_function_error_shape,Heuristic/targeted check on financial_transactions: edge_function_error_shape,edge_function_error_shape should pass for financial_transactions,P2
1088,table_or_view,public.financial_transactions,email_provider_sendability,Heuristic/targeted check on financial_transactions: email_provider_sendability,email_provider_sendability should pass for financial_transactions,P1
1089,table_or_view,public.financial_transactions,email_provider_domain_verification_required,Heuristic/targeted check on financial_transactions: email_provider_domain_verification_required,email_provider_domain_verification_required should pass for financial_transactions,P2
1090,table_or_view,public.financial_transactions,paystack_init_payload_validity,Heuristic/targeted check on financial_transactions: paystack_init_payload_validity,paystack_init_payload_validity should pass for financial_transactions,P1
1091,table_or_view,public.financial_transactions,paystack_webhook_payload_validity,Heuristic/targeted check on financial_transactions: paystack_webhook_payload_validity,paystack_webhook_payload_validity should pass for financial_transactions,P1
1092,table_or_view,public.financial_transactions,resend_payload_validity,Heuristic/targeted check on financial_transactions: resend_payload_validity,resend_payload_validity should pass for financial_transactions,P2
1093,table_or_view,public.financial_transactions,oauth_redirect_url_alignment,Heuristic/targeted check on financial_transactions: oauth_redirect_url_alignment,oauth_redirect_url_alignment should pass for financial_transactions,P1
1094,table_or_view,public.financial_transactions,localhost_origin_alignment,Heuristic/targeted check on financial_transactions: localhost_origin_alignment,localhost_origin_alignment should pass for financial_transactions,P2
1095,table_or_view,public.financial_transactions,vercel_env_placeholder_compliance,Heuristic/targeted check on financial_transactions: vercel_env_placeholder_compliance,vercel_env_placeholder_compliance should pass for financial_transactions,P2
1096,table_or_view,public.financial_transactions,demo_data_absence_check,Heuristic/targeted check on financial_transactions: demo_data_absence_check,demo_data_absence_check should pass for financial_transactions,P2
1097,table_or_view,public.financial_transactions,seed_script_safety_check,Heuristic/targeted check on financial_transactions: seed_script_safety_check,seed_script_safety_check should pass for financial_transactions,P2
1098,table_or_view,public.financial_transactions,sql_injection_surface_scan,Heuristic/targeted check on financial_transactions: sql_injection_surface_scan,sql_injection_surface_scan should pass for financial_transactions,P0
1099,table_or_view,public.financial_transactions,xss_surface_scan,Heuristic/targeted check on financial_transactions: xss_surface_scan,xss_surface_scan should pass for financial_transactions,P1
1100,table_or_view,public.financial_transactions,csrf_relevance_assessment,Heuristic/targeted check on financial_transactions: csrf_relevance_assessment,csrf_relevance_assessment should pass for financial_transactions,P2
1101,table_or_view,public.financial_transactions,rate_limit_presence,Heuristic/targeted check on financial_transactions: rate_limit_presence,rate_limit_presence should pass for financial_transactions,P2
1102,table_or_view,public.financial_transactions,abuse_protection_presence,Heuristic/targeted check on financial_transactions: abuse_protection_presence,abuse_protection_presence should pass for financial_transactions,P2
1103,table_or_view,public.financial_transactions,log_noise_vs_signal_check,Heuristic/targeted check on financial_transactions: log_noise_vs_signal_check,log_noise_vs_signal_check should pass for financial_transactions,P2
1104,table_or_view,public.financial_transactions,p0_error_log_absence,Heuristic/targeted check on financial_transactions: p0_error_log_absence,p0_error_log_absence should pass for financial_transactions,P1
1105,table_or_view,public.financial_transactions,table_growth_risk_signal,Heuristic/targeted check on financial_transactions: table_growth_risk_signal,table_growth_risk_signal should pass for financial_transactions,P2
1106,table_or_view,public.financial_transactions,retention_policy_defined,Heuristic/targeted check on financial_transactions: retention_policy_defined,retention_policy_defined should pass for financial_transactions,P2
1107,table_or_view,public.financial_transactions,anomaly_detection_signal,Heuristic/targeted check on financial_transactions: anomaly_detection_signal,anomaly_detection_signal should pass for financial_transactions,P2
1108,table_or_view,public.financial_transactions,tenant_isolation_signal,Heuristic/targeted check on financial_transactions: tenant_isolation_signal,tenant_isolation_signal should pass for financial_transactions,P0
1109,table_or_view,public.financial_transactions,cross_dashboard_data_join_validity,Heuristic/targeted check on financial_transactions: cross_dashboard_data_join_validity,cross_dashboard_data_join_validity should pass for financial_transactions,P1
1110,table_or_view,public.financial_transactions,message_thread_integrity,Heuristic/targeted check on financial_transactions: message_thread_integrity,message_thread_integrity should pass for financial_transactions,P1
1111,table_or_view,public.financial_transactions,proposal_lifecycle_integrity,Heuristic/targeted check on financial_transactions: proposal_lifecycle_integrity,proposal_lifecycle_integrity should pass for financial_transactions,P1
1112,table_or_view,public.financial_transactions,project_status_transition_graph,Heuristic/targeted check on financial_transactions: project_status_transition_graph,project_status_transition_graph should pass for financial_transactions,P1
1113,table_or_view,public.financial_transactions,invoice_status_transition_graph,Heuristic/targeted check on financial_transactions: invoice_status_transition_graph,invoice_status_transition_graph should pass for financial_transactions,P1
1114,table_or_view,public.financial_transactions,notification_read_unread_transition,Heuristic/targeted check on financial_transactions: notification_read_unread_transition,notification_read_unread_transition should pass for financial_transactions,P2
1115,table_or_view,public.financial_transactions,avatar_url_validity_sanity,Heuristic/targeted check on financial_transactions: avatar_url_validity_sanity,avatar_url_validity_sanity should pass for financial_transactions,P2
1116,table_or_view,public.financial_transactions,storage_signed_url_policy,Heuristic/targeted check on financial_transactions: storage_signed_url_policy,storage_signed_url_policy should pass for financial_transactions,P2
