id,target_type,target_name,check_type,severity,status,details,evidence
1060,table_or_view,public.financial_transactions,n_plus_one_query_risk,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1061,table_or_view,public.financial_transactions,deadlock_risk_heuristic,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1062,table_or_view,public.financial_transactions,race_condition_risk_heuristic,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1063,table_or_view,public.financial_transactions,transaction_atomicity_required_paths,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1064,table_or_view,public.financial_transactions,service_role_leak_scan,P0,FAIL,Potential secrets detected in 8 file-pattern hits,.env:paystack_live_secret; .env:paystack_live_public; .env:supabase_secret_key; .env:resend_key; .env.local:paystack_live_secret; .env.local:paystack_live_public; .env.local:supabase_secret_key; .env.local:resend_key
1065,table_or_view,public.financial_transactions,anon_role_capability_boundary,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1066,table_or_view,public.financial_transactions,admin_godmode_boundary,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1067,table_or_view,public.financial_transactions,soft_delete_behavior_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1068,table_or_view,public.financial_transactions,hard_delete_guardrails,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1069,table_or_view,public.financial_transactions,topup_pending_to_success_transition,P0,PASS,initiate-topup created topup/invoice entry,"{""success"":true,""topup_id"":""f9b61f9d-0d0d-49d7-9c11-ccb8f41daf2b"",""invoice_id"":""f9b61f9d-0d0d-49d7-9c11-ccb8f41daf2b"",""reference"":""topup_f9b61f9d0d0d49d79c11ccb8f41daf2b"",""authorization_url"":""https://checkout.paystack.co"
1070,table_or_view,public.financial_transactions,invoice_pending_to_paid_transition,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1071,table_or_view,public.financial_transactions,commission_post_payment_trigger,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1072,table_or_view,public.financial_transactions,billing_dashboard_reflection,P1,PASS,Invoice->notification pipeline passed,"{""invoice_id"":""5565fb7f-98b1-498b-b6b7-51e2cb60fd5f"",""send_invoice_status"":200,""send_invoice_body"":{""success"":true,""invoice_id"":""5565fb7f-98b1-498b-b6b7-51e2cb60fd5f"",""status"":""sent"",""reference"":""PRQ_f0z9b3jpwvddqk3"",""authorization_url"":""ht"
1073,table_or_view,public.financial_transactions,notifications_dashboard_reflection,P1,PASS,Invoice->notification pipeline passed,"{""invoice_id"":""5565fb7f-98b1-498b-b6b7-51e2cb60fd5f"",""send_invoice_status"":200,""send_invoice_body"":{""success"":true,""invoice_id"":""5565fb7f-98b1-498b-b6b7-51e2cb60fd5f"",""status"":""sent"",""reference"":""PRQ_f0z9b3jpwvddqk3"",""authorization_url"":""ht"
1074,table_or_view,public.financial_transactions,data_persistence_after_refresh,P0,PASS,Synthetic inserted records remained queryable after re-fetch,invoice read-after-write probe
1075,table_or_view,public.financial_transactions,schema_cache_mismatch_scan,P0,PASS,profile-write function succeeded (schema compatibility OK),"{""success"":true,""profile"":{""id"":""3961d2b6-eb9e-44f4-a55f-918fd4ba6a84"",""first_name"":""Client"",""last_name"":""User"",""email"":""client@test.com"",""phone"":null,""role"":""client"",""created_at"":""2026-02-24T10:02:54.479159+00:00"",""upda"
1076,table_or_view,public.financial_transactions,compat_columns_fallback_scan,P1,PASS,profile-write function succeeded (schema compatibility OK),"{""success"":true,""profile"":{""id"":""3961d2b6-eb9e-44f4-a55f-918fd4ba6a84"",""first_name"":""Client"",""last_name"":""User"",""email"":""client@test.com"",""phone"":null,""role"":""client"",""created_at"":""2026-02-24T10:02:54.479159+00:00"",""upda"
1077,table_or_view,public.financial_transactions,legacy_table_compat_view_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1078,table_or_view,public.financial_transactions,check_constraint_enforcement,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1079,table_or_view,public.financial_transactions,enum_value_drift_scan,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1080,table_or_view,public.financial_transactions,project_assignment_integrity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1081,table_or_view,public.financial_transactions,milestone_release_integrity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1082,table_or_view,public.financial_transactions,financial_ledger_consistency,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1083,table_or_view,public.financial_transactions,wallet_balance_reconciliation,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1084,table_or_view,public.financial_transactions,openapi_endpoint_contract,P2,PASS,GET status=200,/rest/v1/financial_transactions?select=*
1085,table_or_view,public.financial_transactions,edge_function_auth_mode,P1,PASS,Edge functions probed: 11,OPTIONS probes
1086,table_or_view,public.financial_transactions,edge_function_cors_mode,P2,PASS,Edge functions probed: 11,OPTIONS probes
1087,table_or_view,public.financial_transactions,edge_function_error_shape,P2,PASS,Edge functions probed: 11,OPTIONS probes
1088,table_or_view,public.financial_transactions,email_provider_sendability,P1,PASS,No domain restriction detected in probe,send-invoice probe
1089,table_or_view,public.financial_transactions,email_provider_domain_verification_required,P2,PASS,No domain restriction detected in probe,send-invoice probe
1090,table_or_view,public.financial_transactions,paystack_init_payload_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1091,table_or_view,public.financial_transactions,paystack_webhook_payload_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1092,table_or_view,public.financial_transactions,resend_payload_validity,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1093,table_or_view,public.financial_transactions,oauth_redirect_url_alignment,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1094,table_or_view,public.financial_transactions,localhost_origin_alignment,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1095,table_or_view,public.financial_transactions,vercel_env_placeholder_compliance,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1096,table_or_view,public.financial_transactions,demo_data_absence_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1097,table_or_view,public.financial_transactions,seed_script_safety_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1098,table_or_view,public.financial_transactions,sql_injection_surface_scan,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1099,table_or_view,public.financial_transactions,xss_surface_scan,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1100,table_or_view,public.financial_transactions,csrf_relevance_assessment,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1101,table_or_view,public.financial_transactions,rate_limit_presence,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1102,table_or_view,public.financial_transactions,abuse_protection_presence,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1103,table_or_view,public.financial_transactions,log_noise_vs_signal_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1104,table_or_view,public.financial_transactions,p0_error_log_absence,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1105,table_or_view,public.financial_transactions,table_growth_risk_signal,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1106,table_or_view,public.financial_transactions,retention_policy_defined,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1107,table_or_view,public.financial_transactions,anomaly_detection_signal,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1108,table_or_view,public.financial_transactions,tenant_isolation_signal,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1109,table_or_view,public.financial_transactions,cross_dashboard_data_join_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1110,table_or_view,public.financial_transactions,message_thread_integrity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1111,table_or_view,public.financial_transactions,proposal_lifecycle_integrity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1112,table_or_view,public.financial_transactions,project_status_transition_graph,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1113,table_or_view,public.financial_transactions,invoice_status_transition_graph,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1114,table_or_view,public.financial_transactions,notification_read_unread_transition,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1115,table_or_view,public.financial_transactions,avatar_url_validity_sanity,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1116,table_or_view,public.financial_transactions,storage_signed_url_policy,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1117,table_or_view,public.invoices,table_exists,P0,PASS,Found in inventory,db_inventory.tables_and_views
1118,table_or_view,public.invoices,column_contract,P0,PASS,18 columns detected,OpenAPI definitions
1119,table_or_view,public.invoices,primary_key_presence,P0,PASS,Primary key detected,OpenAPI column metadata
1120,table_or_view,public.invoices,foreign_key_integrity,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1121,table_or_view,public.invoices,orphan_row_check,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1122,table_or_view,public.invoices,index_presence_fk,P1,PASS,Index entries found in migrations,migration_derived_metadata.indexes
1123,table_or_view,public.invoices,index_usage_baseline,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1124,table_or_view,public.invoices,unique_constraint_check,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1125,table_or_view,public.invoices,not_null_required_fields,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1126,table_or_view,public.invoices,default_values_sanity,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1127,table_or_view,public.invoices,rls_enabled,P0,PASS,Policies detected in migrations,migration_derived_metadata.policies
1128,table_or_view,public.invoices,rls_select_owner_scope,P0,PASS,Policies detected in migrations,migration_derived_metadata.policies
1129,table_or_view,public.invoices,rls_insert_owner_scope,P0,PASS,Policies detected in migrations,migration_derived_metadata.policies
1130,table_or_view,public.invoices,rls_update_owner_scope,P0,PASS,Policies detected in migrations,migration_derived_metadata.policies
1131,table_or_view,public.invoices,rls_delete_owner_scope,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1132,table_or_view,public.invoices,rls_admin_bypass_expected,P1,PASS,Policies detected in migrations,migration_derived_metadata.policies
1133,table_or_view,public.invoices,rls_recursion_risk_scan,P0,PASS,No direct recursion marker found,migrations scan
1134,table_or_view,public.invoices,api_select_endpoint_ok,P1,PASS,GET status=200,/rest/v1/invoices?select=*
1135,table_or_view,public.invoices,api_insert_endpoint_ok,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1136,table_or_view,public.invoices,api_update_endpoint_ok,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1137,table_or_view,public.invoices,api_delete_endpoint_guarded,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1138,table_or_view,public.invoices,api_payload_shape_validation,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1139,table_or_view,public.invoices,ui_widget_source_mapping,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1140,table_or_view,public.invoices,ui_widget_empty_state_sanity,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1141,table_or_view,public.invoices,dashboard_role_visibility,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1142,table_or_view,public.invoices,dashboard_cross_role_data_leak,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1143,table_or_view,public.invoices,pagination_support,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1144,table_or_view,public.invoices,sorting_support,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1145,table_or_view,public.invoices,filtering_support,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1146,table_or_view,public.invoices,count_query_support,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1147,table_or_view,public.invoices,data_freshness_timestamp,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1148,table_or_view,public.invoices,created_at_presence,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1149,table_or_view,public.invoices,updated_at_presence,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1150,table_or_view,public.invoices,timezone_consistency,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1151,table_or_view,public.invoices,currency_precision_numeric,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1152,table_or_view,public.invoices,negative_amount_guard,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1153,table_or_view,public.invoices,status_enum_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1154,table_or_view,public.invoices,null_rate_critical_fields,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1155,table_or_view,public.invoices,duplicate_business_key_scan,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1156,table_or_view,public.invoices,sensitive_data_exposure_scan,P0,FAIL,Potential secrets detected in 8 file-pattern hits,.env:paystack_live_secret; .env:paystack_live_public; .env:supabase_secret_key; .env:resend_key; .env.local:paystack_live_secret; .env.local:paystack_live_public; .env.local:supabase_secret_key; .env.local:resend_key
1157,table_or_view,public.invoices,audit_log_coverage,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1158,table_or_view,public.invoices,trigger_presence_expected,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1159,table_or_view,public.invoices,trigger_side_effect_sanity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1160,table_or_view,public.invoices,function_dependency_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1161,table_or_view,public.invoices,migration_history_alignment,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1162,table_or_view,public.invoices,backup_readiness_signal,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1163,table_or_view,public.invoices,restore_simulation_plan,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1164,table_or_view,public.invoices,webhook_idempotency_key,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1165,table_or_view,public.invoices,webhook_signature_verification,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1166,table_or_view,public.invoices,webhook_replay_no_duplicate_effect,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1167,table_or_view,public.invoices,provider_reference_uniqueness,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1168,table_or_view,public.invoices,payment_state_machine_validity,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1169,table_or_view,public.invoices,commission_calculation_consistency,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1170,table_or_view,public.invoices,payout_state_machine_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1171,table_or_view,public.invoices,invoice_delivery_pipeline,P1,PASS,Invoice->notification pipeline passed,"{""invoice_id"":""5565fb7f-98b1-498b-b6b7-51e2cb60fd5f"",""send_invoice_status"":200,""send_invoice_body"":{""success"":true,""invoice_id"":""5565fb7f-98b1-498b-b6b7-51e2cb60fd5f"",""status"":""sent"",""reference"":""PRQ_f0z9b3jpwvddqk3"",""authorization_url"":""ht"
1172,table_or_view,public.invoices,notification_insert_compatibility,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1173,table_or_view,public.invoices,realtime_channel_mapping,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1174,table_or_view,public.invoices,storage_acl_scope,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1175,table_or_view,public.invoices,avatar_upload_constraints,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1176,table_or_view,public.invoices,google_avatar_sync,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1177,table_or_view,public.invoices,oauth_role_routing,P0,PASS,Role login pass count=4,npm run verify:test-logins
1178,table_or_view,public.invoices,password_login_role_routing,P0,PASS,Role login pass count=4,npm run verify:test-logins
1179,table_or_view,public.invoices,session_expiry_recovery,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1180,table_or_view,public.invoices,failed_fetch_error_surface,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1181,table_or_view,public.invoices,mobile_layout_data_endpoint_stability,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1182,table_or_view,public.invoices,csv_export_source_integrity,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1183,table_or_view,public.invoices,search_query_performance_baseline,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1184,table_or_view,public.invoices,n_plus_one_query_risk,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1185,table_or_view,public.invoices,deadlock_risk_heuristic,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1186,table_or_view,public.invoices,race_condition_risk_heuristic,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1187,table_or_view,public.invoices,transaction_atomicity_required_paths,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1188,table_or_view,public.invoices,service_role_leak_scan,P0,FAIL,Potential secrets detected in 8 file-pattern hits,.env:paystack_live_secret; .env:paystack_live_public; .env:supabase_secret_key; .env:resend_key; .env.local:paystack_live_secret; .env.local:paystack_live_public; .env.local:supabase_secret_key; .env.local:resend_key
1189,table_or_view,public.invoices,anon_role_capability_boundary,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1190,table_or_view,public.invoices,admin_godmode_boundary,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1191,table_or_view,public.invoices,soft_delete_behavior_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1192,table_or_view,public.invoices,hard_delete_guardrails,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1193,table_or_view,public.invoices,topup_pending_to_success_transition,P0,PASS,initiate-topup created topup/invoice entry,"{""success"":true,""topup_id"":""f9b61f9d-0d0d-49d7-9c11-ccb8f41daf2b"",""invoice_id"":""f9b61f9d-0d0d-49d7-9c11-ccb8f41daf2b"",""reference"":""topup_f9b61f9d0d0d49d79c11ccb8f41daf2b"",""authorization_url"":""https://checkout.paystack.co"
1194,table_or_view,public.invoices,invoice_pending_to_paid_transition,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1195,table_or_view,public.invoices,commission_post_payment_trigger,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1196,table_or_view,public.invoices,billing_dashboard_reflection,P1,PASS,Invoice->notification pipeline passed,"{""invoice_id"":""5565fb7f-98b1-498b-b6b7-51e2cb60fd5f"",""send_invoice_status"":200,""send_invoice_body"":{""success"":true,""invoice_id"":""5565fb7f-98b1-498b-b6b7-51e2cb60fd5f"",""status"":""sent"",""reference"":""PRQ_f0z9b3jpwvddqk3"",""authorization_url"":""ht"
1197,table_or_view,public.invoices,notifications_dashboard_reflection,P1,PASS,Invoice->notification pipeline passed,"{""invoice_id"":""5565fb7f-98b1-498b-b6b7-51e2cb60fd5f"",""send_invoice_status"":200,""send_invoice_body"":{""success"":true,""invoice_id"":""5565fb7f-98b1-498b-b6b7-51e2cb60fd5f"",""status"":""sent"",""reference"":""PRQ_f0z9b3jpwvddqk3"",""authorization_url"":""ht"
1198,table_or_view,public.invoices,data_persistence_after_refresh,P0,PASS,Synthetic inserted records remained queryable after re-fetch,invoice read-after-write probe
1199,table_or_view,public.invoices,schema_cache_mismatch_scan,P0,PASS,profile-write function succeeded (schema compatibility OK),"{""success"":true,""profile"":{""id"":""3961d2b6-eb9e-44f4-a55f-918fd4ba6a84"",""first_name"":""Client"",""last_name"":""User"",""email"":""client@test.com"",""phone"":null,""role"":""client"",""created_at"":""2026-02-24T10:02:54.479159+00:00"",""upda"
1200,table_or_view,public.invoices,compat_columns_fallback_scan,P1,PASS,profile-write function succeeded (schema compatibility OK),"{""success"":true,""profile"":{""id"":""3961d2b6-eb9e-44f4-a55f-918fd4ba6a84"",""first_name"":""Client"",""last_name"":""User"",""email"":""client@test.com"",""phone"":null,""role"":""client"",""created_at"":""2026-02-24T10:02:54.479159+00:00"",""upda"
1201,table_or_view,public.invoices,legacy_table_compat_view_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1202,table_or_view,public.invoices,check_constraint_enforcement,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1203,table_or_view,public.invoices,enum_value_drift_scan,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1204,table_or_view,public.invoices,project_assignment_integrity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1205,table_or_view,public.invoices,milestone_release_integrity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1206,table_or_view,public.invoices,financial_ledger_consistency,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1207,table_or_view,public.invoices,wallet_balance_reconciliation,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1208,table_or_view,public.invoices,openapi_endpoint_contract,P2,PASS,GET status=200,/rest/v1/invoices?select=*
1209,table_or_view,public.invoices,edge_function_auth_mode,P1,PASS,Edge functions probed: 11,OPTIONS probes
1210,table_or_view,public.invoices,edge_function_cors_mode,P2,PASS,Edge functions probed: 11,OPTIONS probes
1211,table_or_view,public.invoices,edge_function_error_shape,P2,PASS,Edge functions probed: 11,OPTIONS probes
1212,table_or_view,public.invoices,email_provider_sendability,P1,PASS,No domain restriction detected in probe,send-invoice probe
1213,table_or_view,public.invoices,email_provider_domain_verification_required,P2,PASS,No domain restriction detected in probe,send-invoice probe
1214,table_or_view,public.invoices,paystack_init_payload_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1215,table_or_view,public.invoices,paystack_webhook_payload_validity,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1216,table_or_view,public.invoices,resend_payload_validity,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1217,table_or_view,public.invoices,oauth_redirect_url_alignment,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1218,table_or_view,public.invoices,localhost_origin_alignment,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1219,table_or_view,public.invoices,vercel_env_placeholder_compliance,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1220,table_or_view,public.invoices,demo_data_absence_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1221,table_or_view,public.invoices,seed_script_safety_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1222,table_or_view,public.invoices,sql_injection_surface_scan,P0,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1223,table_or_view,public.invoices,xss_surface_scan,P1,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1224,table_or_view,public.invoices,csrf_relevance_assessment,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1225,table_or_view,public.invoices,rate_limit_presence,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1226,table_or_view,public.invoices,abuse_protection_presence,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
1227,table_or_view,public.invoices,log_noise_vs_signal_check,P2,WARN,Heuristic-only check: requires role-scoped SQL or dedicated e2e harness,phase3to9 automated heuristic
